genus	domain	n_species	core_genes	bins_65	min_aai	mean_aai	pairs_ge95	gtdb_genera	genomes_in_gtdb	genomes_not_in_gtdb	ari_vs_gtdb	outcome	wall_seconds
Methanolobus	Archaea	10	1161	1	70.62	77.50	0	1	10	0	nan	both coherent	8
Methanosarcina	Archaea	17	1052	1	71.46	80.21	1	2	15	2	0.0	RaGCAn one bin, GTDB splits	19
Methanospirillum	Archaea	4	1053	2	64.08	70.94	0	1	4	0	0.0	RaGCAn split, GTDB one genus	5
Methanothermobacter	Archaea	6	798	1	67.29	75.90	1	2	5	1	0.0	RaGCAn one bin, GTDB splits	4
Methylobacillus	Bacteria	8	1474	1	79.72	82.66	0	1	5	3	nan	both coherent	7
Methylobacter	Bacteria	6	1420	1	72.02	77.83	0	3	6	0	0.0	RaGCAn one bin, GTDB splits	6
Methylobacterium	Bacteria	62	756	1	68.27	74.05	3	1	59	3	nan	both coherent	254
Methylocapsa	Bacteria	4	1492	1	71.48	75.80	0	1	4	0	nan	both coherent	5
Methyloceanibacter	Bacteria	5	1092	1	73.50	78.71	0	1	5	0	nan	both coherent	4
Methylocystis	Bacteria	11	1129	1	67.40	76.72	0	1	11	0	nan	both coherent	8
Methylomonas	Bacteria	16	1119	1	70.54	77.72	1	1	16	0	nan	both coherent	29
Methylophaga	Bacteria	9	835	1	67.39	72.90	0	1	9	0	nan	both coherent	7
Methylophilus	Bacteria	7	1588	1	80.11	82.58	0	1	7	0	nan	both coherent	6
Methylopila	Bacteria	5	1867	1	76.80	81.16	1	1	5	0	nan	both coherent	6
Methylorubrum	Bacteria	11	2556	1	81.75	85.77	1	1	8	3	nan	both coherent	15
Microbacterium	Bacteria	185	169	3	61.38	70.73	3	1	172	13	0.0	RaGCAn split, GTDB one genus	862
Microbispora	Bacteria	12	2713	1	78.80	85.70	2	1	12	0	nan	both coherent	175
Microbulbifer	Bacteria	33	1207	1	71.07	76.54	0	1	32	1	nan	both coherent	93
Microcella	Bacteria	9	978	1	72.77	76.09	0	1	9	0	nan	both coherent	6
Micrococcus	Bacteria	11	706	1	67.96	77.27	3	2	11	0	0.0	RaGCAn one bin, GTDB splits	7
Microcoleus	Bacteria	14	2505	1	82.12	87.77	0	1	7	7	nan	both coherent	148
Microcystis	Bacteria	5	2714	1	94.72	95.98	5	1	5	0	nan	both coherent	6
Microlunatus	Bacteria	15	482	5	60.36	65.58	0	1	15	0	0.0	RaGCAn split, GTDB one genus	45
Micromonospora	Bacteria	129	14	2	43.21	80.28	43	6	124	5	0.271	both split	1098
Microtetraspora	Bacteria	4	4273	1	85.41	87.46	0	2	4	0	0.0	RaGCAn one bin, GTDB splits	10
Microvirga	Bacteria	38	1076	1	67.19	79.12	1	1	36	2	nan	both coherent	126
Mixta	Bacteria	7	2039	1	78.38	86.35	0	2	7	0	0.0	RaGCAn one bin, GTDB splits	7
Mobiluncus	Bacteria	4	737	1	70.80	76.38	1	1	4	0	nan	both coherent	4
Modestobacter	Bacteria	10	1625	1	77.26	81.73	0	1	8	2	nan	both coherent	100
Modicisalibacter	Bacteria	7	1504	1	75.57	77.85	0	1	6	1	nan	both coherent	7
Mogibacterium	Bacteria	5	479	2	64.73	77.43	0	2	5	0	1.0	both split	4
Moraxella	Bacteria	25	354	2	63.34	72.39	1	2	25	0	1.0	both split	30
Moritella	Bacteria	4	2496	1	87.24	88.09	0	1	4	0	nan	both coherent	5
Motilibacter	Bacteria	4	1247	1	68.33	72.08	0	2	4	0	0.0	RaGCAn one bin, GTDB splits	5
Motilimonas	Bacteria	4	1696	1	70.16	76.49	0	1	4	0	nan	both coherent	5
Mucilaginibacter	Bacteria	85	187	2	61.59	70.47	5	2	81	4	-0.0193	both split	340
Mumia	Bacteria	6	1822	1	72.81	79.45	0	1	6	0	nan	both coherent	7
Muricoccus	Bacteria	6	1982	1	74.44	79.26	0	1	6	0	nan	both coherent	10
Myceligenerans	Bacteria	7	1666	1	78.52	83.43	0	1	5	2	nan	both coherent	8
Mycetocola	Bacteria	9	601	3	63.08	70.31	0	3	6	3	1.0	both split	7
Mycobacterium	Bacteria	114	440	1	69.31	77.07	13	1	111	3	nan	both coherent	667
Mycobacteroides	Bacteria	7	3295	1	88.19	90.00	1	1	7	0	nan	both coherent	10
Mycolicibacter	Bacteria	15	1876	1	78.75	85.69	2	1	15	0	nan	both coherent	109
Mycolicibacterium	Bacteria	94	647	1	68.91	74.66	7	1	88	6	nan	both coherent	597
Mycoplana	Bacteria	4	2432	1	81.26	82.51	0	1	4	0	nan	both coherent	6
Mycoplasma	Bacteria	50	2	24	40.85	51.21	1	11	48	2	0.4261	both split	19
Mycoplasmoides	Bacteria	6	17	4	44.93	52.48	0	2	6	0	0.1429	both split	3
Mycoplasmopsis	Bacteria	44	20	22	50.32	58.70	0	4	43	1	0.0179	both split	13
Myroides	Bacteria	12	974	1	68.35	74.67	1	1	12	0	nan	both coherent	62
Myxococcus	Bacteria	12	3417	1	76.29	81.87	2	1	12	0	nan	both coherent	208
Nakamurella	Bacteria	11	461	4	61.37	64.46	0	1	11	0	0.0	RaGCAn split, GTDB one genus	12
Nannocystis	Bacteria	5	5227	1	83.23	86.23	0	1	5	0	nan	both coherent	15
Natrarchaeobius	Archaea	4	1790	1	75.91	77.86	0	1	4	0	nan	both coherent	5
Natrialba	Archaea	7	1409	1	72.53	80.86	1	2	6	1	0.0	RaGCAn one bin, GTDB splits	68
Natrinema	Archaea	23	1314	1	77.74	81.44	2	1	22	1	nan	both coherent	34
Natronobacterium	Archaea	4	1947	1	78.82	82.78	1	1	4	0	nan	both coherent	5
Natronococcus	Archaea	7	1878	1	77.81	81.80	0	1	7	0	nan	both coherent	84
Natronomonas	Archaea	10	925	1	71.30	73.90	0	1	10	0	nan	both coherent	8
Natronorubrum	Archaea	13	1562	1	76.23	80.93	1	1	13	0	nan	both coherent	81
Natronosalvus	Archaea	6	1625	1	73.86	79.65	0	1	6	0	nan	both coherent	24
Neisseria	Bacteria	41	543	1	68.50	78.03	36	2	41	0	0.0	RaGCAn one bin, GTDB splits	28
Neobacillus	Bacteria	33	881	1	66.68	73.80	1	4	31	2	0.0	RaGCAn one bin, GTDB splits	110
Neolewinella	Bacteria	10	1079	2	64.47	69.55	0	1	10	0	0.0	RaGCAn split, GTDB one genus	72
Neoluteolibacter	Bacteria	6	1764	1	72.80	75.57	0	1	6	0	nan	both coherent	8
Neomoorella	Bacteria	6	1352	1	77.65	83.70	0	1	6	0	nan	both coherent	5
Neorhizobium	Bacteria	13	2051	1	76.65	82.92	1	1	13	0	nan	both coherent	130
Neoroseomonas	Bacteria	8	2374	1	79.38	82.12	0	1	8	0	nan	both coherent	12
Neotamlana	Bacteria	4	2000	1	82.86	87.15	0	1	4	0	nan	both coherent	5
Neptuniibacter	Bacteria	4	1776	1	75.35	77.91	0	1	4	0	nan	both coherent	5
Neptunomonas	Bacteria	6	1230	1	68.01	73.13	0	1	6	0	nan	both coherent	6
Nesterenkonia	Bacteria	28	190	2	60.27	71.45	2	1	26	2	0.0	RaGCAn split, GTDB one genus	24
Niabella	Bacteria	12	1032	1	66.32	73.06	0	1	10	2	nan	both coherent	61
Niallia	Bacteria	10	1112	2	64.08	72.44	0	2	8	2	1.0	both split	72
Niastella	Bacteria	6	2939	1	79.19	81.58	0	1	6	0	nan	both coherent	14
Nioella	Bacteria	5	2126	1	79.09	83.58	0	1	5	0	nan	both coherent	6
Nisaea	Bacteria	4	3116	1	80.81	84.02	0	1	4	0	nan	both coherent	6
Nitratidesulfovibrio	Bacteria	4	1420	1	70.13	81.99	0	2	4	0	0.0	RaGCAn one bin, GTDB splits	5
Nitratireductor	Bacteria	15	999	2	64.23	73.81	3	3	14	1	0.0455	both split	68
Nitrincola	Bacteria	9	963	1	67.92	74.06	1	1	9	0	nan	both coherent	9
Nitrosococcus	Bacteria	4	1817	1	79.11	83.09	0	1	4	0	nan	both coherent	5
Nitrosomonas	Bacteria	14	665	2	63.57	69.55	0	1	12	2	0.0	RaGCAn split, GTDB one genus	41
Nitrosopumilus	Archaea	7	1254	1	80.50	82.67	0	1	7	0	nan	both coherent	56
Nitrospira	Bacteria	7	531	3	57.20	65.24	0	4	5	2	0.1379	both split	7
Nitrospirillum	Bacteria	9	3254	1	85.99	90.37	4	1	9	0	nan	both coherent	18
Niveispirillum	Bacteria	4	2177	1	75.27	79.21	0	1	3	1	nan	both coherent	6
Nocardia	Bacteria	127	803	1	67.91	74.06	18	1	119	8	nan	both coherent	1508
Nocardioides	Bacteria	177	47	6	60.28	68.42	0	6	161	16	0.2195	both split	970
Nocardiopsis	Bacteria	52	6	2	41.39	71.96	6	5	45	7	0.0	RaGCAn one bin, GTDB splits	208
Nodularia	Bacteria	4	2571	1	85.62	86.93	0	1	4	0	nan	both coherent	6
Nonlabens	Bacteria	11	962	1	67.76	71.55	0	1	11	0	nan	both coherent	8
Nonomuraea	Bacteria	65	1343	1	72.00	78.21	4	1	64	1	nan	both coherent	745
Nostoc	Bacteria	14	1920	1	75.52	82.37	0	3	14	0	0.0	RaGCAn one bin, GTDB splits	35
Nostocoides	Bacteria	5	893	2	63.44	70.11	0	2	4	1	1.0	both split	5
Novacetimonas	Bacteria	4	1979	1	85.74	88.46	1	1	4	0	nan	both coherent	5
Noviherbaspirillum	Bacteria	17	1055	1	67.71	72.78	0	3	16	1	0.0	RaGCAn one bin, GTDB splits	81
Novilysobacter	Bacteria	8	1059	1	72.23	77.24	0	3	8	0	0.0	RaGCAn one bin, GTDB splits	6
Novipirellula	Bacteria	7	1413	1	68.67	74.06	0	2	7	0	0.0	RaGCAn one bin, GTDB splits	13
Novosphingobium	Bacteria	69	492	3	63.77	69.34	1	1	69	0	0.0	RaGCAn split, GTDB one genus	182
Occallatibacter	Bacteria	4	1346	1	67.89	69.98	0	1	4	0	nan	both coherent	6
Occultella	Bacteria	4	3407	1	86.47	89.73	0	1	4	0	nan	both coherent	7
Oceaniglobus	Bacteria	4	1616	1	72.37	74.52	0	1	4	0	nan	both coherent	5
Oceanimonas	Bacteria	6	2114	1	86.12	88.30	0	1	6	0	nan	both coherent	7
Oceanisphaera	Bacteria	10	1335	1	76.72	83.01	0	1	9	1	nan	both coherent	14
Oceanobacillus	Bacteria	35	607	3	62.89	68.85	2	4	35	0	-0.126	both split	85
Oceanospirillum	Bacteria	6	1491	1	72.53	76.03	0	1	6	0	nan	both coherent	8
Ochrobactrum	Bacteria	5	2347	1	82.02	85.33	1	1	5	0	nan	both coherent	8
Octadecabacter	Bacteria	6	1797	1	77.74	80.87	0	1	6	0	nan	both coherent	6
Oerskovia	Bacteria	9	1517	1	73.99	87.19	1	2	9	0	0.0	RaGCAn one bin, GTDB splits	9
Olivibacter	Bacteria	5	1255	1	65.87	73.96	1	1	5	0	nan	both coherent	8
Olleya	Bacteria	4	1780	1	81.50	82.80	0	1	4	0	nan	both coherent	5
Olsenella	Bacteria	9	366	2	63.52	67.88	0	8	9	0	0.0357	both split	6
Orbus	Bacteria	5	1273	1	78.23	79.85	0	1	5	0	nan	both coherent	4
Oricola	Bacteria	4	1757	1	73.11	75.82	0	1	4	0	nan	both coherent	5
Ornithinibacillus	Bacteria	15	1034	1	65.89	74.96	6	2	14	1	0.0	RaGCAn one bin, GTDB splits	63
Ornithinimicrobium	Bacteria	19	409	2	64.89	71.85	0	1	18	1	0.0	RaGCAn split, GTDB one genus	18
Oscillibacter	Bacteria	4	767	1	66.53	68.88	0	1	4	0	nan	both coherent	4
Ottowia	Bacteria	9	673	1	68.28	74.08	1	1	8	1	nan	both coherent	9
Oxalobacter	Bacteria	5	846	1	66.83	74.47	0	1	5	0	nan	both coherent	4
Pacificoceanicola	Bacteria	4	2421	1	77.60	80.14	0	1	4	0	nan	both coherent	6
Paenalcaligenes	Bacteria	5	767	1	67.28	71.88	0	1	5	0	nan	both coherent	4
Paenalicyclobacillus	Bacteria	5	599	3	60.54	63.89	0	4	5	0	0.6154	both split	5
Paenarthrobacter	Bacteria	7	2330	1	84.57	87.20	0	1	7	0	nan	both coherent	9
Paenibacillus	Bacteria	333	106	29	58.23	63.56	33	37	319	14	0.9341	both split	5677
Paeniglutamicibacter	Bacteria	9	1345	1	71.28	79.15	0	1	9	0	nan	both coherent	9
Paenilisteria	Bacteria	5	1810	1	83.92	88.59	1	1	5	0	nan	both coherent	5
Paenimyroides	Bacteria	7	1001	1	68.16	76.82	0	1	6	1	nan	both coherent	6
Paenirhizobium	Bacteria	4	2480	1	78.72	82.15	0	1	4	0	nan	both coherent	6
Paenirhodobacter	Bacteria	5	1426	1	73.99	80.55	2	1	5	0	nan	both coherent	6
Paenisporosarcina	Bacteria	5	1128	1	68.53	76.31	0	1	5	0	nan	both coherent	5
Palleronia	Bacteria	9	1026	1	66.61	71.30	1	1	9	0	nan	both coherent	8
Paludibacterium	Bacteria	5	592	1	65.03	68.99	0	2	5	0	0.0	RaGCAn one bin, GTDB splits	5
Paludisphaera	Bacteria	4	2263	1	70.61	74.36	0	1	4	0	nan	both coherent	8
Pandoraea	Bacteria	28	1406	1	70.20	87.25	15	1	28	0	nan	both coherent	70
Pannonibacter	Bacteria	5	2184	1	75.86	82.72	2	1	5	0	nan	both coherent	7
Pantoea	Bacteria	33	1645	1	75.57	84.16	18	3	32	1	0.0	RaGCAn one bin, GTDB splits	147
Parabacteroides	Bacteria	22	900	1	67.78	78.97	7	2	22	0	0.0	RaGCAn one bin, GTDB splits	46
Paraburkholderia	Bacteria	101	1035	1	73.17	79.50	21	1	97	4	nan	both coherent	865
Paracidovorax	Bacteria	8	1989	1	79.15	84.86	1	1	8	0	nan	both coherent	11
Paraclostridium	Bacteria	6	1704	1	78.65	84.61	3	1	6	0	nan	both coherent	6
Paracoccus	Bacteria	98	283	1	66.52	72.29	5	1	97	0	nan	both coherent	345
Paractinoplanes	Bacteria	19	2391	1	74.96	78.83	1	1	19	0	nan	both coherent	86
Paraflavitalea	Bacteria	4	2760	1	75.55	78.69	0	1	4	0	nan	both coherent	9
Parafrankia	Bacteria	5	2507	1	77.95	81.74	0	1	5	0	nan	both coherent	9
Paragemmobacter	Bacteria	5	1991	1	77.20	80.72	0	1	5	0	nan	both coherent	6
Parageobacillus	Bacteria	5	2063	1	86.55	89.68	1	3	5	0	0.0	RaGCAn one bin, GTDB splits	5
Paraglaciecola	Bacteria	10	815	1	65.34	71.08	0	1	9	1	nan	both coherent	54
Paraliobacillus	Bacteria	5	1021	1	69.05	73.79	0	2	4	1	0.0	RaGCAn one bin, GTDB splits	5
Paramagnetospirillum	Bacteria	5	2136	1	76.30	80.39	0	1	5	0	nan	both coherent	8
Paramesorhizobium	Bacteria	4	2033	1	79.55	82.14	0	1	4	0	nan	both coherent	6
Paramicrobacterium	Bacteria	5	1538	1	74.52	79.14	0	1	5	0	nan	both coherent	5
Paraniabella	Bacteria	4	1979	1	76.22	82.37	0	1	4	0	nan	both coherent	6
Parapedobacter	Bacteria	12	1295	1	73.83	77.04	0	1	12	0	nan	both coherent	53
Pararhizobium	Bacteria	7	941	2	61.73	74.63	0	2	7	0	1.0	both split	10
Pararhodobacter	Bacteria	4	1858	1	72.27	75.27	0	1	4	0	nan	both coherent	5
Parasedimentitalea	Bacteria	5	2563	1	82.43	85.25	1	1	5	0	nan	both coherent	6
Parashewanella	Bacteria	4	1504	1	70.50	73.58	0	1	4	0	nan	both coherent	5
Parasphingomonas	Bacteria	5	1336	1	71.39	73.07	0	1	5	0	nan	both coherent	6
Parasphingorhabdus	Bacteria	6	8	2	39.89	65.13	0	1	5	1	nan	both coherent	5
Parerythrobacter	Bacteria	5	1279	1	71.40	74.57	0	2	4	1	0.0	RaGCAn one bin, GTDB splits	4
Parvimonas	Bacteria	4	982	1	85.58	88.29	0	1	4	0	nan	both coherent	4
Parvularcula	Bacteria	7	466	4	59.82	63.96	0	1	7	0	0.0	RaGCAn split, GTDB one genus	5
